"","concept_id","concept_name","domain_id","concept_class_id","vocabulary_id"
"971",136639,"Primary malignant neoplasm of sphenoidal sinus","condition","clinical finding","SNOMED"
"972",259755,"Primary malignant neoplasm of subglottis","condition","clinical finding","SNOMED"
"973",4312692,"Primary malignant neoplasm of supraclavicular region","condition","clinical finding","SNOMED"
"974",261514,"Primary malignant neoplasm of supraglottis","condition","clinical finding","SNOMED"
"975",4312693,"Primary malignant neoplasm of temporal bone","condition","clinical finding","SNOMED"
"976",433976,"Primary malignant neoplasm of temporal lobe","condition","clinical finding","SNOMED"
"977",4246243,"Primary malignant neoplasm of thyroglossal duct","condition","clinical finding","SNOMED"
"978",133424,"Primary malignant neoplasm of thyroid gland","condition","clinical finding","SNOMED"
"979",4311625,"Primary malignant neoplasm of trigeminal nerve","condition","clinical finding","SNOMED"
"980",4246246,"Primary malignant neoplasm of trochlear nerve","condition","clinical finding","SNOMED"
"981",252840,"Primary malignant neoplasm of upper respiratory tract","condition","clinical finding","SNOMED"
"982",4311627,"Primary malignant neoplasm of uveal tract (primary)","condition","clinical finding","SNOMED"
"983",4312032,"Primary malignant neoplasm of vestibule of nose","condition","clinical finding","SNOMED"
"984",4312033,"Primary malignant neoplasm of vomer","condition","clinical finding","SNOMED"
"985",4246249,"Primary malignant neoplasm of zygomatic bone","condition","clinical finding","SNOMED"
"986",4314501,"Mixed cell type lymphosarcoma of lymph nodes of head, face, and neck","condition","clinical finding","SNOMED"
"987",138377,"Mycosis fungoides of lymph nodes of head, face AND/OR neck","condition","clinical finding","SNOMED"
"988",764971,"Prostate cancer metastatic to eye","condition","clinical finding","SNOMED"
"989",37018661,"Malignant neoplasm of rectosigmoid junction metastatic to brain","condition","clinical finding","SNOMED"
"990",37018667,"Astrocytoma of cerebrum","condition","clinical finding","SNOMED"
"991",4230385,"Postablative hypoparathyroidism","condition","clinical finding","SNOMED"
"992",36713534,"Hypoparathyroidism after iodine thyroid ablation","condition","clinical finding","SNOMED"
"993",4095912,"Hypothyroidism resulting from para-aminosalicylic acid","condition","clinical finding","SNOMED"
"994",4095913,"Hypothyroidism resulting from phenylbutazone","condition","clinical finding","SNOMED"
"995",45757130,"Hyperthyroidism in childbirth","condition","clinical finding","SNOMED"
"996",45757161,"Thyroiditis in pregnancy","condition","clinical finding","SNOMED"
"997",45757193,"Hypothyroidism in childbirth","condition","clinical finding","SNOMED"
"998",4130014,"Thyrotoxicosis in pregnancy","condition","clinical finding","SNOMED"
"999",4130015,"HCG-induced thyrotoxicosis","condition","clinical finding","SNOMED"
"1000",4166774,"Thyroid disease in pregnancy","condition","clinical finding","SNOMED"
"1001",4176015,"Hypothyroidism in pregnancy","condition","clinical finding","SNOMED"
"1002",45766197,"Familial gestational hyperthyroidism","condition","clinical finding","SNOMED"
"1003",42535715,"Hyperthyroidism in pregnancy","condition","clinical finding","SNOMED"
